Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	33	9425.5	9453.6	1714650024612.4	1714650024640.4	28.0	-	-	-	-	-	-	-	611.0	186.0	628.7	191.7	7.7	15852.9	19135.0	-19706.0	273.1	378.1	57.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	34	9469.5	9497.5	1714650024656.4	1714650024684.3	28.0	-	-	-	-	-	-	-	616.2	190.5	698.6	177.2	1.5	3015.0	4357.2	-4040.2	53.7	97.2	42.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	35	9497.5	9769.5	1714650024684.3	1714650024956.3	272.0	729.4	194.8	3.2	3.2	3.2	46.8	33.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	35	9769.5	9805.5	1714650024956.3	1714650024992.3	36.0	-	-	-	-	-	-	-	734.8	194.5	858.8	205.3	2.5	4364.9	5838.5	-6500.7	68.8	140.5	55.5	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	36	9805.5	10189.4	1714650024992.3	1714650025376.2	383.9	851.1	198.9	3.2	3.2	3.2	65.2	15.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	36	10189.4	10229.3	1714650025376.2	1714650025416.2	40.0	-	-	-	-	-	-	-	824.0	202.6	941.9	197.1	2.0	2991.9	5263.2	-4517.9	50.5	119.8	29.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	37	10229.3	10481.3	1714650025416.2	1714650025668.1	252.0	935.9	212.5	3.1	3.1	3.1	16.1	26.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	37	10481.3	10529.2	1714650025668.1	1714650025716.0	47.9	-	-	-	-	-	-	-	926.1	225.7	637.1	222.7	5.4	6213.5	10039.2	-7633.7	113.2	224.0	33.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	38	10529.2	10717.2	1714650025716.0	1714650025904.0	188.0	638.5	213.4	3.1	3.1	3.1	18.0	14.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	38	10717.2	10741.1	1714650025904.0	1714650025928.0	23.9	-	-	-	-	-	-	-	642.5	207.4	570.9	205.1	1.2	3225.9	4681.6	-4438.5	49.7	105.2	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	39	10741.1	11053.2	1714650025928.0	1714650026240.0	312.1	566.9	203.6	3.3	3.3	3.3	32.4	22.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	39	11053.2	11081.2	1714650026240.0	1714650026268.1	28.0	-	-	-	-	-	-	-	562.1	206.1	613.8	205.2	1.0	1978.5	2697.1	-2634.9	35.0	63.0	42.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	40	11081.2	11269.3	1714650026268.1	1714650026456.1	188.1	621.9	205.1	3.4	3.4	3.4	15.5	19.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	40	11269.3	11301.1	1714650026456.1	1714650026487.9	31.8	-	-	-	-	-	-	-	621.5	212.7	731.4	206.2	2.0	4127.3	6132.1	-5523.2	61.5	134.8	37.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	41	11301.1	11549.0	1714650026487.9	1714650026735.8	247.9	739.4	205.2	3.3	3.3	3.3	16.6	13.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	41	11549.0	11577.0	1714650026735.8	1714650026763.8	27.9	-	-	-	-	-	-	-	722.2	209.7	889.6	207.5	2.9	7054.6	9181.5	-9519.7	102.4	209.9	42.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	42	11577.0	12308.7	1714650026763.8	1714650027495.5	731.8	904.1	208.8	3.2	3.2	3.2	65.1	37.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	42	12308.7	12340.8	1714650027495.5	1714650027527.6	32.1	-	-	-	-	-	-	-	882.4	219.7	976.5	215.1	1.8	3504.3	4748.2	-5012.2	57.1	108.5	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	43	12340.8	12608.7	1714650027527.6	1714650027795.5	267.9	988.2	205.6	3.1	3.1	3.1	29.8	19.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	43	12608.7	12644.9	1714650027795.5	1714650027831.7	36.2	-	-	-	-	-	-	-	987.9	213.6	827.2	217.4	3.0	5357.0	6973.7	-7354.2	83.6	163.8	55.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	44	12644.9	12796.7	1714650027831.7	1714650027983.5	151.8	823.7	213.9	3.1	3.1	3.1	21.9	13.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	44	12796.7	12824.6	1714650027983.5	1714650028011.5	28.0	-	-	-	-	-	-	-	811.1	214.7	844.9	210.1	1.0	1823.5	3349.4	-2695.2	35.1	78.6	43.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	45	12824.6	13236.5	1714650028011.5	1714650028423.3	411.9	854.1	198.6	3.1	3.1	3.1	56.8	31.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	46	13256.5	13368.5	1714650028443.3	1714650028555.3	112.0	889.4	203.6	3.1	3.1	3.1	26.1	12.0	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	45	13368.5	13404.5	1714650028555.3	1714650028591.3	36.0	-	-	-	-	-	-	-	904.6	202.9	885.1	213.0	11.4	21514.7	26812.9	-27186.1	315.5	521.6	33.5	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	47	13404.5	13632.5	1714650028591.3	1714650028819.3	228.0	921.3	220.2	3.0	3.0	3.0	54.1	23.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	46	13632.5	13668.4	1714650028819.3	1714650028855.2	35.9	-	-	-	-	-	-	-	937.7	228.7	1030.4	230.2	1.8	3037.3	3979.4	-4677.8	48.7	104.5	66.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	48	13668.4	13960.4	1714650028855.2	1714650029147.2	292.0	1026.8	213.4	3.0	3.0	3.0	33.5	32.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	47	13960.4	14004.3	1714650029147.2	1714650029191.1	43.9	-	-	-	-	-	-	-	1006.2	209.0	843.1	210.9	3.1	4478.9	8104.2	-7566.4	70.0	182.1	36.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	49	14004.3	14580.2	1714650029191.1	1714650029767.0	575.9	859.8	205.1	3.1	3.1	3.1	48.7	31.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	48	14580.2	14616.2	1714650029767.0	1714650029803.0	36.0	-	-	-	-	-	-	-	871.6	193.6	936.9	199.4	1.3	1406.6	1417.0	-2443.3	35.2	58.0	66.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	50	14616.2	15263.9	1714650029803.0	1714650030450.8	647.8	917.0	216.6	3.1	3.1	3.1	56.3	52.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	49	15263.9	15300.1	1714650030450.8	1714650030486.9	36.1	-	-	-	-	-	-	-	898.5	252.6	1005.4	245.0	1.9	3118.4	4866.8	-4333.9	53.9	111.4	33.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	51	15300.1	15599.9	1714650030486.9	1714650030786.7	299.8	1012.5	216.8	3.1	3.1	3.1	28.1	47.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	50	15599.9	15635.8	1714650030786.7	1714650030822.7	36.0	-	-	-	-	-	-	-	1004.9	207.8	1151.0	219.4	2.7	4598.6	6380.3	-6559.4	73.8	143.4	44.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	52	15635.8	15811.8	1714650030822.7	1714650030998.6	176.0	1157.1	207.6	3.1	3.1	3.1	28.7	25.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	51	15811.8	15843.9	1714650030998.6	1714650031030.7	32.0	-	-	-	-	-	-	-	1160.8	201.1	1257.4	198.9	1.9	3438.0	5095.7	-4431.1	58.4	108.1	37.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	53	15843.9	16047.7	1714650031030.7	1714650031234.6	203.9	1275.5	193.2	3.1	3.1	3.1	33.6	19.7	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	52	16047.7	16091.8	1714650031234.6	1714650031278.6	44.0	-	-	-	-	-	-	-	1267.4	183.8	1415.4	189.3	2.8	3836.9	5867.1	-6080.7	62.6	151.3	54.8	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	54	16091.8	16391.7	1714650031278.6	1714650031578.5	299.9	1422.4	196.2	2.9	2.9	2.9	22.8	22.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	55	16411.8	16543.7	1714650031598.7	1714650031730.5	131.8	1485.4	183.3	2.8	2.8	2.8	19.5	26.9	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	53	16543.7	16575.6	1714650031730.5	1714650031762.4	31.9	-	-	-	-	-	-	-	1481.7	174.3	1297.6	175.6	3.2	7231.2	10138.7	-9975.3	99.8	221.2	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	56	16575.6	16771.6	1714650031762.4	1714650031958.4	196.0	1274.3	178.6	2.8	2.8	2.8	45.8	14.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	54	16771.6	16799.6	1714650031958.4	1714650031986.4	28.0	-	-	-	-	-	-	-	1277.2	179.9	1377.3	177.9	1.6	3437.3	4779.1	-4276.9	56.4	111.7	42.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	55	16831.6	16863.6	1714650032018.4	1714650032050.5	32.0	-	-	-	-	-	-	-	1388.7	182.2	1575.9	201.8	3.5	7918.1	11621.9	-10211.9	109.1	234.6	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	57	16863.6	17039.7	1714650032050.5	1714650032226.5	176.0	1544.2	197.7	2.9	2.9	2.9	49.2	15.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	56	17039.7	17063.6	1714650032226.5	1714650032250.4	23.9	-	-	-	-	-	-	-	1550.4	200.6	1600.7	188.5	1.0	2692.9	3891.0	-3668.8	42.5	85.6	49.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	58	17063.6	17375.4	1714650032250.4	1714650032562.3	311.9	1605.6	184.0	2.8	2.8	2.8	41.2	27.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Blink	Right	2	17375.4	17531.5	1714650032562.3	1714650032718.4	156.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	59	17531.5	17667.5	1714650032718.4	1714650032854.3	135.9	404.3	211.3	2.9	2.9	3.0	27.2	18.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	57	17667.5	17707.3	1714650032854.3	1714650032894.2	39.9	-	-	-	-	-	-	-	408.4	204.4	319.3	235.8	2.1	3129.3	5856.9	-4954.5	53.0	131.5	29.7	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	60	17707.3	17843.2	1714650032894.2	1714650033030.0	135.9	325.5	241.8	3.1	3.1	3.1	17.8	10.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	58	17843.2	17867.3	1714650033030.0	1714650033054.1	24.0	-	-	-	-	-	-	-	323.2	246.9	418.2	239.2	1.6	4402.0	6090.5	-6020.5	68.0	137.4	50.1	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	61	17867.3	18119.2	1714650033054.1	1714650033306.1	252.0	428.6	235.0	3.1	3.1	3.1	24.2	15.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	59	18119.2	18159.2	1714650033306.1	1714650033346.0	39.9	-	-	-	-	-	-	-	436.7	232.4	587.5	236.4	2.8	4168.1	5994.3	-5361.6	71.3	140.1	40.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	62	18159.2	18323.2	1714650033346.0	1714650033510.0	164.0	590.0	236.0	3.1	3.1	3.1	20.4	16.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	60	18323.2	18351.1	1714650033510.0	1714650033538.0	28.0	-	-	-	-	-	-	-	584.1	236.1	665.2	226.3	1.5	3090.2	4478.6	-3862.2	52.3	96.6	42.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	63	18351.1	18691.1	1714650033538.0	1714650033877.9	339.9	688.6	242.6	3.1	3.1	3.1	41.5	42.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	61	18691.1	18719.0	1714650033877.9	1714650033905.9	28.0	-	-	-	-	-	-	-	697.5	259.0	809.5	250.8	2.0	5106.0	7238.2	-6634.7	73.1	158.8	57.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	64	18719.0	19163.0	1714650033905.9	1714650034349.8	443.9	807.1	254.4	3.0	3.0	3.0	47.9	33.6	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	62	19163.0	19202.9	1714650034349.8	1714650034389.7	39.9	-	-	-	-	-	-	-	791.4	249.7	965.8	246.8	3.4	4610.0	7210.5	-5506.6	84.7	155.5	29.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	65	19202.9	19419.0	1714650034389.7	1714650034605.8	216.1	984.1	260.6	3.0	3.0	3.0	32.5	24.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	63	19419.0	19454.9	1714650034605.8	1714650034641.7	35.9	-	-	-	-	-	-	-	986.6	266.4	1094.6	261.0	1.9	3102.2	4394.4	-4231.7	52.7	96.1	55.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	66	19454.9	19650.8	1714650034641.7	1714650034837.7	196.0	1097.4	252.1	3.0	3.0	3.0	29.9	14.5	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	64	19650.8	19694.8	1714650034837.7	1714650034881.6	43.9	-	-	-	-	-	-	-	1093.4	249.4	1198.1	240.2	2.0	2348.8	4142.8	-3177.1	45.4	95.1	27.3	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	67	19694.8	19866.9	1714650034881.6	1714650035053.7	172.1	1212.0	241.5	3.0	3.0	3.0	23.2	22.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	65	19866.9	19890.8	1714650035053.7	1714650035077.6	23.9	-	-	-	-	-	-	-	1215.6	231.0	1334.7	241.4	2.0	5108.0	7115.8	-6336.9	85.3	167.8	49.9	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	68	19890.8	20082.7	1714650035077.6	1714650035269.5	191.9	1342.8	241.7	3.0	3.0	3.0	42.3	20.3	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	69	20102.8	20346.7	1714650035289.7	1714650035533.6	243.9	1384.8	244.6	3.0	3.0	3.0	40.3	25.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	66	20346.7	20386.6	1714650035533.6	1714650035573.4	39.8	-	-	-	-	-	-	-	1381.3	223.2	1110.0	230.4	4.9	8094.9	11288.7	-11008.1	122.4	240.1	40.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	70	20386.6	20582.6	1714650035573.4	1714650035769.4	196.0	1110.3	244.0	3.0	3.0	3.0	16.8	29.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	67	20582.6	20606.6	1714650035769.4	1714650035793.4	24.0	-	-	-	-	-	-	-	1105.4	257.1	1170.1	246.6	1.1	2819.0	3820.8	-3934.8	46.6	83.4	33.4	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	71	20606.6	20890.5	1714650035793.4	1714650036077.3	283.9	1173.7	249.1	3.1	3.1	3.1	10.3	17.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Blink	Right	3	20890.5	21038.4	1714650036077.3	1714650036225.3	147.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	72	21038.4	21226.4	1714650036225.3	1714650036413.3	188.0	1475.4	247.9	3.1	3.1	3.1	27.7	35.1	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	68	21226.4	21254.4	1714650036413.3	1714650036441.2	27.9	-	-	-	-	-	-	-	1465.8	257.2	1507.9	248.6	0.8	1323.6	1966.1	-1573.5	28.5	44.3	43.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	73	21254.4	21354.3	1714650036441.2	1714650036541.1	99.9	1497.6	248.5	3.1	3.1	3.1	25.0	14.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	69	21354.3	21378.3	1714650036541.1	1714650036565.1	24.0	-	-	-	-	-	-	-	1495.5	246.9	1570.4	235.3	1.3	3311.6	4626.7	-4267.9	55.4	108.2	50.0	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	74	21378.3	21706.2	1714650036565.1	1714650036893.1	328.0	1586.8	230.6	2.9	2.9	2.9	29.9	22.4	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	70	21706.2	21782.2	1714650036893.1	1714650036969.0	76.0	-	-	-	-	-	-	-	1593.8	229.6	856.1	262.8	14.4	7022.1	15808.6	-9959.4	189.5	326.8	26.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	75	21782.2	21910.2	1714650036969.0	1714650037097.1	128.0	848.6	264.1	2.9	2.9	2.9	21.1	15.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	71	21910.2	21962.2	1714650037097.1	1714650037149.0	51.9	-	-	-	-	-	-	-	855.9	275.1	362.0	287.6	9.2	9097.9	15981.5	-10259.9	176.5	348.2	38.6	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	76	21962.2	22102.2	1714650037149.0	1714650037289.0	140.0	371.0	266.9	3.0	3.0	3.0	35.1	28.2	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Saccade	Right	72	22102.2	22126.1	1714650037289.0	1714650037313.0	24.0	-	-	-	-	-	-	-	366.5	268.1	292.7	266.2	1.3	3540.4	4714.0	-4787.3	54.3	114.1	50.2	-	-	-	-	-	-	-	-	-	-
Trial017	1714650015186.8	P3.rtf	0.0	52014.7	BC03008	98.7	Eye	Fixation	Right	77	22126.1	22326.2	1714650037313.0	1714650037513.0	200.0	296.6	266.4	3.2	3.2	3.2	13.2	13.8	-	-	-	-	-	-	-	-	-	-	-	P3	-	-	-	-	-	-	-	-	-
