Name,char_xmin,char_ymin,char_xmax,char_ymax,width,height,paragraph,section,word,letter,region,assigned_line,char,char_x_center,char_y_center,trial_id
__re_p1_s1_w1_c1_r0_l1_H,260,82,290,123,30,41,1,1,1,1,0,1,H,275,102.5,1
__re_p1_s1_w1_c2_r0_l1_a,290,82,310,123,20,41,1,1,1,2,0,1,a,300,102.5,1
__re_p1_s1_w1_c3_r0_l1_y,311,82,336,123,25,41,1,1,1,3,0,1,y,323.5,102.5,1
__re_p1_s1_w1_c1_r0_l1_q,337,82,365,123,28,41,1,1,1,1,0,1,q,351,102.5,1
__re_p1_s1_w1_c2_r0_l1_u,365,82,385,123,20,41,1,1,1,2,0,1,u,375,102.5,1
__re_p1_s1_w1_c3_r0_l1_e,386,82,414,123,28,41,1,1,1,3,0,1,e,400,102.5,1
__re_p1_s1_w1_c1_r0_l1_d,414,82,442,123,28,41,1,1,1,1,0,1,d,428,102.5,1
__re_p1_s1_w1_c2_r0_l1_e,443,82,463,123,20,41,1,1,1,2,0,1,e,453,102.5,1
__re_p1_s1_w1_c3_r0_l1_c,463,82,481,123,18,41,1,1,1,3,0,1,c,472,102.5,1
__re_p1_s1_w1_c4_r0_l1_i,481,82,488,123,7,41,1,1,1,4,0,1,i,484.5,102.5,1
__re_p1_s1_w1_c5_r0_l1_r,489,82,508,123,19,41,1,1,1,5,0,1,r,498.5,102.5,1
__re_p1_s1_w1_c1_r0_l1_q,509,82,537,123,28,41,1,1,1,1,0,1,q,523,102.5,1
__re_p1_s1_w1_c2_r0_l1_u,537,82,557,123,20,41,1,1,1,2,0,1,u,547,102.5,1
__re_p1_s1_w1_c3_r0_l1_e,557,82,577,123,20,41,1,1,1,3,0,1,e,567,102.5,1
"__re_p1_s1_w1_c4_r0_l1_,",578,82,596,123,18,41,1,1,1,4,0,1,",",587,102.5,1
__re_p1_s1_w1_c1_r0_l1_e,596,82,624,123,28,41,1,1,1,1,0,1,e,610,102.5,1
__re_p1_s1_w1_c2_r0_l1_n,624,82,652,123,28,41,1,1,1,2,0,1,n,638,102.5,1
__re_p1_s1_w1_c1_r0_l1_l,653,82,668,123,15,41,1,1,1,1,0,1,l,660.5,102.5,1
__re_p1_s1_w1_c2_r0_l1_a,669,82,697,123,28,41,1,1,1,2,0,1,a,683,102.5,1
__re_p1_s1_w1_c1_r0_l1_c,698,82,724,123,26,41,1,1,1,1,0,1,c,711,102.5,1
__re_p1_s1_w1_c2_r0_l1_u,724,82,744,123,20,41,1,1,1,2,0,1,u,734,102.5,1
__re_p1_s1_w1_c3_r0_l1_l,744,82,751,123,7,41,1,1,1,3,0,1,l,747.5,102.5,1
__re_p1_s1_w1_c4_r0_l1_t,752,82,762,123,10,41,1,1,1,4,0,1,t,757,102.5,1
__re_p1_s1_w1_c5_r0_l1_u,762,82,782,123,20,41,1,1,1,5,0,1,u,772,102.5,1
__re_p1_s1_w1_c6_r0_l1_r,782,82,793,123,11,41,1,1,1,6,0,1,r,787.5,102.5,1
__re_p1_s1_w1_c7_r0_l1_a,794,82,822,123,28,41,1,1,1,7,0,1,a,808,102.5,1
__re_p1_s1_w1_c1_r0_l1_o,823,82,851,123,28,41,1,1,1,1,0,1,o,837,102.5,1
__re_p1_s1_w1_c2_r0_l1_c,851,82,869,123,18,41,1,1,1,2,0,1,c,860,102.5,1
__re_p1_s1_w1_c3_r0_l1_c,869,82,887,123,18,41,1,1,1,3,0,1,c,878,102.5,1
__re_p1_s1_w1_c4_r0_l1_i,887,82,894,123,7,41,1,1,1,4,0,1,i,890.5,102.5,1
__re_p1_s1_w1_c5_r0_l1_d,895,82,915,123,20,41,1,1,1,5,0,1,d,905,102.5,1
__re_p1_s1_w1_c6_r0_l1_e,915,82,935,123,20,41,1,1,1,6,0,1,e,925,102.5,1
__re_p1_s1_w1_c7_r0_l1_n,935,82,955,123,20,41,1,1,1,7,0,1,n,945,102.5,1
__re_p1_s1_w1_c8_r0_l1_t,956,82,966,123,10,41,1,1,1,8,0,1,t,961,102.5,1
__re_p1_s1_w1_c9_r0_l1_a,966,82,986,123,20,41,1,1,1,9,0,1,a,976,102.5,1
__re_p1_s1_w1_c10_r0_l1_l,986,82,993,123,7,41,1,1,1,10,0,1,l,989.5,102.5,1
"__re_p1_s1_w1_c11_r0_l1_,",994,82,1012,123,18,41,1,1,1,11,0,1,",",1003,102.5,1
__re_p1_s1_w1_c1_r0_l1_i,1012,82,1027,123,15,41,1,1,1,1,0,1,i,1019.5,102.5,1
__re_p1_s1_w1_c2_r0_l1_n,1028,82,1048,123,20,41,1,1,1,2,0,1,n,1038,102.5,1
__re_p1_s1_w1_c3_r0_l1_c,1048,82,1066,123,18,41,1,1,1,3,0,1,c,1057,102.5,1
__re_p1_s1_w1_c4_r0_l1_l,1066,82,1073,123,7,41,1,1,1,4,0,1,l,1069.5,102.5,1
__re_p1_s1_w1_c5_r0_l1_u,1074,82,1094,123,20,41,1,1,1,5,0,1,u,1084,102.5,1
__re_p1_s1_w1_c6_r0_l1_s,1095,82,1113,123,18,41,1,1,1,6,0,1,s,1104,102.5,1
__re_p1_s1_w1_c7_r0_l1_o,1113,82,1141,123,28,41,1,1,1,7,0,1,o,1127,102.5,1
__re_p1_s1_w1_c1_r0_l1_y,1141,82,1167,123,26,41,1,1,1,1,0,1,y,1154,102.5,1
__re_p1_s1_w1_c2_r0_l1_a,1167,82,1195,123,28,41,1,1,1,2,0,1,a,1181,102.5,1
__re_p1_s1_w1_c1_r0_l1_e,1196,82,1224,123,28,41,1,1,1,1,0,1,e,1210,102.5,1
__re_p1_s1_w1_c2_r0_l1_n,1224,82,1252,123,28,41,1,1,1,2,0,1,n,1238,102.5,1
__re_p1_s1_w1_c1_r0_l1_l,1253,82,1268,123,15,41,1,1,1,1,0,1,l,1260.5,102.5,1
__re_p1_s1_w1_c2_r0_l1_a,1269,82,1297,123,28,41,1,1,1,2,0,1,a,1283,102.5,1
__re_p1_s1_w1_c1_r0_l1_é,1298,82,1326,123,28,41,1,1,1,1,0,1,é,1312,102.5,1
__re_p1_s1_w1_c2_r0_l1_p,1326,82,1346,123,20,41,1,1,1,2,0,1,p,1336,102.5,1
__re_p1_s1_w1_c3_r0_l1_o,1346,82,1366,123,20,41,1,1,1,3,0,1,o,1356,102.5,1
__re_p1_s1_w1_c4_r0_l1_c,1366,82,1384,123,18,41,1,1,1,4,0,1,c,1375,102.5,1
__re_p1_s1_w1_c5_r0_l1_a,1384,82,1412,123,28,41,1,1,1,5,0,1,a,1398,102.5,1
__re_p1_s1_w1_c1_r0_l1_d,1413,82,1441,123,28,41,1,1,1,1,0,1,d,1427,102.5,1
__re_p1_s1_w1_c2_r0_l1_e,1441,82,1468,123,27,41,1,1,1,2,0,1,e,1454.5,102.5,1
__re_p1_s1_w1_c1_r0_l1_A,1469,82,1500,123,31,41,1,1,1,1,0,1,A,1484.5,102.5,1
__re_p1_s1_w1_c2_r0_l1_r,1500,82,1511,123,11,41,1,1,1,2,0,1,r,1505.5,102.5,1
__re_p1_s1_w1_c3_r0_l1_i,1512,82,1519,123,7,41,1,1,1,3,0,1,i,1515.5,102.5,1
__re_p1_s1_w1_c4_r0_l1_s,1520,82,1538,123,18,41,1,1,1,4,0,1,s,1529,102.5,1
__re_p1_s1_w1_c5_r0_l1_t,1538,82,1548,123,10,41,1,1,1,5,0,1,t,1543,102.5,1
__re_p1_s1_w1_c6_r0_l1_ó,1548,82,1568,123,20,41,1,1,1,6,0,1,ó,1558,102.5,1
__re_p1_s1_w1_c7_r0_l1_t,1568,82,1578,123,10,41,1,1,1,7,0,1,t,1573,102.5,1
__re_p1_s1_w1_c8_r0_l1_e,1578,82,1598,123,20,41,1,1,1,8,0,1,e,1588,102.5,1
__re_p1_s1_w1_c9_r0_l1_l,1598,82,1605,123,7,41,1,1,1,9,0,1,l,1601.5,102.5,1
__re_p1_s1_w1_c10_r0_l1_e,1606,82,1626,123,20,41,1,1,1,10,0,1,e,1616,102.5,1
__re_p1_s1_w1_c11_r0_l1_s,1626,82,1644,123,18,41,1,1,1,11,0,1,s,1635,102.5,1
"__re_p1_s1_w1_c12_r0_l1_,",1644,82,1660,123,16,41,1,1,1,12,0,1,",",1652,102.5,1
__re_p1_s1_w1_c1_r0_l1_h,260,123,285,165,25,42,1,1,1,1,0,1,h,272.5,144,1
__re_p1_s1_w1_c2_r0_l1_a,285,123,305,165,20,42,1,1,1,2,0,1,a,295,144,1
__re_p1_s1_w1_c3_r0_l1_b,305,123,325,165,20,42,1,1,1,3,0,1,b,315,144,1
__re_p1_s1_w1_c4_r0_l1_í,325,123,335,165,10,42,1,1,1,4,0,1,í,330,144,1
__re_p1_s1_w1_c5_r0_l1_a,335,123,362,165,27,42,1,1,1,5,0,1,a,348.5,144,1
__re_p1_s1_w1_c1_r0_l1_o,362,123,389,165,27,42,1,1,1,1,0,1,o,375.5,144,1
__re_p1_s1_w1_c2_r0_l1_t,389,123,399,165,10,42,1,1,1,2,0,1,t,394,144,1
__re_p1_s1_w1_c3_r0_l1_r,399,123,410,165,11,42,1,1,1,3,0,1,r,404.5,144,1
__re_p1_s1_w1_c4_r0_l1_a,411,123,431,165,20,42,1,1,1,4,0,1,a,421,144,1
__re_p1_s1_w1_c5_r0_l1_s,431,123,455,165,24,42,1,1,1,5,0,1,s,443,144,1
__re_p1_s1_w1_c1_r0_l1_d,456,123,482,165,26,42,1,1,1,1,0,1,d,469,144,1
__re_p1_s1_w1_c2_r0_l1_e,483,123,503,165,20,42,1,1,1,2,0,1,e,493,144,1
__re_p1_s1_w1_c3_r0_l1_s,503,123,521,165,18,42,1,1,1,3,0,1,s,512,144,1
__re_p1_s1_w1_c4_r0_l1_c,521,123,539,165,18,42,1,1,1,4,0,1,c,530,144,1
__re_p1_s1_w1_c5_r0_l1_r,539,123,550,165,11,42,1,1,1,5,0,1,r,544.5,144,1
__re_p1_s1_w1_c6_r0_l1_i,551,123,558,165,7,42,1,1,1,6,0,1,i,554.5,144,1
__re_p1_s1_w1_c7_r0_l1_p,559,123,579,165,20,42,1,1,1,7,0,1,p,569,144,1
__re_p1_s1_w1_c8_r0_l1_c,579,123,597,165,18,42,1,1,1,8,0,1,c,588,144,1
__re_p1_s1_w1_c9_r0_l1_i,597,123,604,165,7,42,1,1,1,9,0,1,i,600.5,144,1
__re_p1_s1_w1_c10_r0_l1_o,605,123,625,165,20,42,1,1,1,10,0,1,o,615,144,1
__re_p1_s1_w1_c11_r0_l1_n,625,123,645,165,20,42,1,1,1,11,0,1,n,635,144,1
__re_p1_s1_w1_c12_r0_l1_e,645,123,665,165,20,42,1,1,1,12,0,1,e,655,144,1
__re_p1_s1_w1_c13_r0_l1_s,665,123,690,165,25,42,1,1,1,13,0,1,s,677.5,144,1
__re_p1_s1_w1_c1_r0_l1_m,690,123,726,165,36,42,1,1,1,1,0,1,m,708,144,1
__re_p1_s1_w1_c2_r0_l1_á,727,123,747,165,20,42,1,1,1,2,0,1,á,737,144,1
__re_p1_s1_w1_c3_r0_l1_s,747,123,771,165,24,42,1,1,1,3,0,1,s,759,144,1
__re_p1_s1_w1_c1_r0_l1_a,772,123,798,165,26,42,1,1,1,1,0,1,a,785,144,1
__re_p1_s1_w1_c2_r0_l1_c,799,123,817,165,18,42,1,1,1,2,0,1,c,808,144,1
__re_p1_s1_w1_c3_r0_l1_e,817,123,837,165,20,42,1,1,1,3,0,1,e,827,144,1
__re_p1_s1_w1_c4_r0_l1_r,837,123,848,165,11,42,1,1,1,4,0,1,r,842.5,144,1
__re_p1_s1_w1_c5_r0_l1_t,849,123,859,165,10,42,1,1,1,5,0,1,t,854,144,1
__re_p1_s1_w1_c6_r0_l1_a,859,123,879,165,20,42,1,1,1,6,0,1,a,869,144,1
__re_p1_s1_w1_c7_r0_l1_d,879,123,899,165,20,42,1,1,1,7,0,1,d,889,144,1
__re_p1_s1_w1_c8_r0_l1_a,899,123,919,165,20,42,1,1,1,8,0,1,a,909,144,1
__re_p1_s1_w1_c9_r0_l1_s,919,123,944,165,25,42,1,1,1,9,0,1,s,931.5,144,1
__re_p1_s1_w1_c1_r0_l1_q,944,123,971,165,27,42,1,1,1,1,0,1,q,957.5,144,1
__re_p1_s1_w1_c2_r0_l1_u,971,123,991,165,20,42,1,1,1,2,0,1,u,981,144,1
__re_p1_s1_w1_c3_r0_l1_e,991,123,1018,165,27,42,1,1,1,3,0,1,e,1004.5,144,1
__re_p1_s1_w1_c1_r0_l1_l,1018,123,1032,165,14,42,1,1,1,1,0,1,l,1025,144,1
__re_p1_s1_w1_c2_r0_l1_a,1033,123,1059,165,26,42,1,1,1,2,0,1,a,1046,144,1
__re_p1_s1_w1_c1_r0_l1_a,1060,123,1086,165,26,42,1,1,1,1,0,1,a,1073,144,1
__re_p1_s1_w1_c2_r0_l1_t,1086,123,1096,165,10,42,1,1,1,2,0,1,t,1091,144,1
__re_p1_s1_w1_c3_r0_l1_m,1096,123,1125,165,29,42,1,1,1,3,0,1,m,1110.5,144,1
__re_p1_s1_w1_c4_r0_l1_o,1126,123,1146,165,20,42,1,1,1,4,0,1,o,1136,144,1
__re_p1_s1_w1_c5_r0_l1_s,1146,123,1164,165,18,42,1,1,1,5,0,1,s,1155,144,1
__re_p1_s1_w1_c6_r0_l1_f,1164,123,1174,165,10,42,1,1,1,6,0,1,f,1169,144,1
__re_p1_s1_w1_c7_r0_l1_é,1174,123,1194,165,20,42,1,1,1,7,0,1,é,1184,144,1
__re_p1_s1_w1_c8_r0_l1_r,1195,123,1206,165,11,42,1,1,1,8,0,1,r,1200.5,144,1
__re_p1_s1_w1_c9_r0_l1_i,1206,123,1213,165,7,42,1,1,1,9,0,1,i,1209.5,144,1
__re_p1_s1_w1_c10_r0_l1_c,1214,123,1232,165,18,42,1,1,1,10,0,1,c,1223,144,1
__re_p1_s1_w1_c11_r0_l1_a,1232,123,1252,165,20,42,1,1,1,11,0,1,a,1242,144,1
__re_p1_s1_w1_c12_r0_l1_.,1253,123,1269,165,16,42,1,1,1,12,0,1,.,1261,144,1
__re_p1_s1_w1_c1_r0_l1_D,1270,123,1301,165,31,42,1,1,1,1,0,1,D,1285.5,144,1
__re_p1_s1_w1_c2_r0_l1_e,1302,123,1322,165,20,42,1,1,1,2,0,1,e,1312,144,1
__re_p1_s1_w1_c3_r0_l1_s,1322,123,1340,165,18,42,1,1,1,3,0,1,s,1331,144,1
__re_p1_s1_w1_c4_r0_l1_t,1340,123,1350,165,10,42,1,1,1,4,0,1,t,1345,144,1
__re_p1_s1_w1_c5_r0_l1_a,1350,123,1370,165,20,42,1,1,1,5,0,1,a,1360,144,1
__re_p1_s1_w1_c6_r0_l1_c,1370,123,1388,165,18,42,1,1,1,6,0,1,c,1379,144,1
__re_p1_s1_w1_c7_r0_l1_a,1388,123,1408,165,20,42,1,1,1,7,0,1,a,1398,144,1
__re_p1_s1_w1_c8_r0_l1_n,1409,123,1429,165,20,42,1,1,1,8,0,1,n,1419,144,1
"__re_p1_s1_w1_c9_r0_l1_,",1429,123,1445,165,16,42,1,1,1,9,0,1,",",1437,144,1
__re_p1_s1_w1_c1_r0_l1_p,1446,123,1472,165,26,42,1,1,1,1,0,1,p,1459,144,1
__re_p1_s1_w1_c2_r0_l1_o,1472,123,1492,165,20,42,1,1,1,2,0,1,o,1482,144,1
__re_p1_s1_w1_c3_r0_l1_r,1493,123,1511,165,18,42,1,1,1,3,0,1,r,1502,144,1
__re_p1_s1_w1_c1_r0_l1_e,1511,123,1538,165,27,42,1,1,1,1,0,1,e,1524.5,144,1
__re_p1_s1_w1_c2_r0_l1_j,1538,123,1545,165,7,42,1,1,1,2,0,1,j,1541.5,144,1
__re_p1_s1_w1_c3_r0_l1_e,1546,123,1566,165,20,42,1,1,1,3,0,1,e,1556,144,1
__re_p1_s1_w1_c4_r0_l1_m,1566,123,1595,165,29,42,1,1,1,4,0,1,m,1580.5,144,1
__re_p1_s1_w1_c5_r0_l1_p,1596,123,1616,165,20,42,1,1,1,5,0,1,p,1606,144,1
__re_p1_s1_w1_c6_r0_l1_l,1616,123,1623,165,7,42,1,1,1,6,0,1,l,1619.5,144,1
__re_p1_s1_w1_c7_r0_l1_o,1624,123,1644,165,20,42,1,1,1,7,0,1,o,1634,144,1
"__re_p1_s1_w1_c8_r0_l1_,",1644,123,1660,165,16,42,1,1,1,8,0,1,",",1652,144,1
__re_p1_s1_w1_c1_r0_l2_l,260,165,272,206,12,41,1,1,1,1,0,2,l,266,185.5,1
__re_p1_s1_w1_c2_r0_l2_a,272,165,292,206,20,41,1,1,1,2,0,2,a,282,185.5,1
__re_p1_s1_w1_c3_r0_l2_s,293,165,316,206,23,41,1,1,1,3,0,2,s,304.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_i,316,165,328,206,12,41,1,1,1,1,0,2,i,322,185.5,1
__re_p1_s1_w1_c2_r0_l2_d,329,165,349,206,20,41,1,1,1,2,0,2,d,339,185.5,1
__re_p1_s1_w1_c3_r0_l2_e,349,165,369,206,20,41,1,1,1,3,0,2,e,359,185.5,1
__re_p1_s1_w1_c4_r0_l2_a,369,165,389,206,20,41,1,1,1,4,0,2,a,379,185.5,1
__re_p1_s1_w1_c5_r0_l2_s,389,165,412,206,23,41,1,1,1,5,0,2,s,400.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_d,413,165,438,206,25,41,1,1,1,1,0,2,d,425.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_e,438,165,458,206,20,41,1,1,1,2,0,2,e,448,185.5,1
__re_p1_s1_w1_c3_r0_l2_l,458,165,470,206,12,41,1,1,1,3,0,2,l,464,185.5,1
__re_p1_s1_w1_c1_r0_l2_c,471,165,494,206,23,41,1,1,1,1,0,2,c,482.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_o,494,165,514,206,20,41,1,1,1,2,0,2,o,504,185.5,1
__re_p1_s1_w1_c3_r0_l2_r,514,165,525,206,11,41,1,1,1,3,0,2,r,519.5,185.5,1
__re_p1_s1_w1_c4_r0_l2_d,526,165,546,206,20,41,1,1,1,4,0,2,d,536,185.5,1
__re_p1_s1_w1_c5_r0_l2_o,546,165,566,206,20,41,1,1,1,5,0,2,o,556,185.5,1
__re_p1_s1_w1_c6_r0_l2_b,566,165,586,206,20,41,1,1,1,6,0,2,b,576,185.5,1
__re_p1_s1_w1_c7_r0_l2_é,586,165,606,206,20,41,1,1,1,7,0,2,é,596,185.5,1
__re_p1_s1_w1_c8_r0_l2_s,607,165,630,206,23,41,1,1,1,8,0,2,s,618.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_S,630,165,659,206,29,41,1,1,1,1,0,2,S,644.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_é,659,165,679,206,20,41,1,1,1,2,0,2,é,669,185.5,1
__re_p1_s1_w1_c3_r0_l2_n,679,165,699,206,20,41,1,1,1,3,0,2,n,689,185.5,1
__re_p1_s1_w1_c4_r0_l2_e,699,165,719,206,20,41,1,1,1,4,0,2,e,709,185.5,1
__re_p1_s1_w1_c5_r0_l2_c,719,165,737,206,18,41,1,1,1,5,0,2,c,728,185.5,1
__re_p1_s1_w1_c6_r0_l2_a,737,165,762,206,25,41,1,1,1,6,0,2,a,749.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_(,763,165,779,206,16,41,1,1,1,1,0,2,(,771,185.5,1
__re_p1_s1_w1_c2_r0_l2_4,780,165,805,206,25,41,1,1,1,2,0,2,4,792.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_a,805,165,830,206,25,41,1,1,1,1,0,2,a,817.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_.,830,165,840,206,10,41,1,1,1,2,0,2,.,835,185.5,1
__re_p1_s1_w1_c3_r0_l2_C,840,165,865,206,25,41,1,1,1,3,0,2,C,852.5,185.5,1
__re_p1_s1_w1_c4_r0_l2_.,866,165,876,206,10,41,1,1,1,4,0,2,.,871,185.5,1
__re_p1_s1_w1_c5_r0_l2_-,876,165,887,206,11,41,1,1,1,5,0,2,-,881.5,185.5,1
__re_p1_s1_w1_c6_r0_l2_6,888,165,908,206,20,41,1,1,1,6,0,2,6,898,185.5,1
__re_p1_s1_w1_c7_r0_l2_5,908,165,928,206,20,41,1,1,1,7,0,2,5,918,185.5,1
__re_p1_s1_w1_c8_r0_l2_),928,165,939,206,11,41,1,1,1,8,0,2,),933.5,185.5,1
"__re_p1_s1_w1_c9_r0_l2_,",940,165,955,206,15,41,1,1,1,9,0,2,",",947.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_q,956,165,981,206,25,41,1,1,1,1,0,2,q,968.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_u,981,165,1001,206,20,41,1,1,1,2,0,2,u,991,185.5,1
__re_p1_s1_w1_c3_r0_l2_i,1001,165,1008,206,7,41,1,1,1,3,0,2,i,1004.5,185.5,1
__re_p1_s1_w1_c4_r0_l2_e,1009,165,1029,206,20,41,1,1,1,4,0,2,e,1019,185.5,1
__re_p1_s1_w1_c5_r0_l2_n,1029,165,1049,206,20,41,1,1,1,5,0,2,n,1039,185.5,1
"__re_p1_s1_w1_c6_r0_l2_,",1049,165,1064,206,15,41,1,1,1,6,0,2,",",1056.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_e,1065,165,1090,206,25,41,1,1,1,1,0,2,e,1077.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_n,1090,165,1115,206,25,41,1,1,1,2,0,2,n,1102.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_s,1115,165,1138,206,23,41,1,1,1,1,0,2,s,1126.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_u,1138,165,1158,206,20,41,1,1,1,2,0,2,u,1148,185.5,1
__re_p1_s1_w1_c3_r0_l2_s,1158,165,1181,206,23,41,1,1,1,3,0,2,s,1169.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_C,1182,165,1212,206,30,41,1,1,1,1,0,2,C,1197,185.5,1
__re_p1_s1_w1_c2_r0_l2_u,1213,165,1233,206,20,41,1,1,1,2,0,2,u,1223,185.5,1
__re_p1_s1_w1_c3_r0_l2_e,1233,165,1253,206,20,41,1,1,1,3,0,2,e,1243,185.5,1
__re_p1_s1_w1_c4_r0_l2_s,1253,165,1271,206,18,41,1,1,1,4,0,2,s,1262,185.5,1
__re_p1_s1_w1_c5_r0_l2_t,1271,165,1281,206,10,41,1,1,1,5,0,2,t,1276,185.5,1
__re_p1_s1_w1_c6_r0_l2_i,1281,165,1288,206,7,41,1,1,1,6,0,2,i,1284.5,185.5,1
__re_p1_s1_w1_c7_r0_l2_o,1289,165,1309,206,20,41,1,1,1,7,0,2,o,1299,185.5,1
__re_p1_s1_w1_c8_r0_l2_n,1309,165,1329,206,20,41,1,1,1,8,0,2,n,1319,185.5,1
__re_p1_s1_w1_c9_r0_l2_e,1329,165,1349,206,20,41,1,1,1,9,0,2,e,1339,185.5,1
__re_p1_s1_w1_c10_r0_l2_s,1349,165,1372,206,23,41,1,1,1,10,0,2,s,1360.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_n,1373,165,1398,206,25,41,1,1,1,1,0,2,n,1385.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_a,1398,165,1418,206,20,41,1,1,1,2,0,2,a,1408,185.5,1
__re_p1_s1_w1_c3_r0_l2_t,1418,165,1428,206,10,41,1,1,1,3,0,2,t,1423,185.5,1
__re_p1_s1_w1_c4_r0_l2_u,1428,165,1448,206,20,41,1,1,1,4,0,2,u,1438,185.5,1
__re_p1_s1_w1_c5_r0_l2_r,1448,165,1459,206,11,41,1,1,1,5,0,2,r,1453.5,185.5,1
__re_p1_s1_w1_c6_r0_l2_a,1460,165,1480,206,20,41,1,1,1,6,0,2,a,1470,185.5,1
__re_p1_s1_w1_c7_r0_l2_l,1480,165,1487,206,7,41,1,1,1,7,0,2,l,1483.5,185.5,1
__re_p1_s1_w1_c8_r0_l2_e,1488,165,1508,206,20,41,1,1,1,8,0,2,e,1498,185.5,1
__re_p1_s1_w1_c9_r0_l2_s,1508,165,1526,206,18,41,1,1,1,9,0,2,s,1517,185.5,1
"__re_p1_s1_w1_c10_r0_l2_,",1526,165,1541,206,15,41,1,1,1,10,0,2,",",1533.5,185.5,1
__re_p1_s1_w1_c1_r0_l2_d,1541,165,1566,206,25,41,1,1,1,1,0,2,d,1553.5,185.5,1
__re_p1_s1_w1_c2_r0_l2_e,1566,165,1586,206,20,41,1,1,1,2,0,2,e,1576,185.5,1
__re_p1_s1_w1_c3_r0_l2_f,1586,165,1596,206,10,41,1,1,1,3,0,2,f,1591,185.5,1
__re_p1_s1_w1_c4_r0_l2_i,1596,165,1603,206,7,41,1,1,1,4,0,2,i,1599.5,185.5,1
__re_p1_s1_w1_c5_r0_l2_n,1604,165,1624,206,20,41,1,1,1,5,0,2,n,1614,185.5,1
__re_p1_s1_w1_c6_r0_l2_í,1624,165,1634,206,10,41,1,1,1,6,0,2,í,1629,185.5,1
__re_p1_s1_w1_c7_r0_l2_a,1634,165,1660,206,26,41,1,1,1,7,0,2,a,1647,185.5,1
__re_p1_s1_w1_c1_r0_l2_l,260,206,272,247,12,41,1,1,1,1,0,2,l,266,226.5,1
__re_p1_s1_w1_c2_r0_l2_o,272,206,292,247,20,41,1,1,1,2,0,2,o,282,226.5,1
__re_p1_s1_w1_c3_r0_l2_s,293,206,317,247,24,41,1,1,1,3,0,2,s,305,226.5,1
__re_p1_s1_w1_c1_r0_l2_c,317,206,341,247,24,41,1,1,1,1,0,2,c,329,226.5,1
__re_p1_s1_w1_c2_r0_l2_o,341,206,361,247,20,41,1,1,1,2,0,2,o,351,226.5,1
__re_p1_s1_w1_c3_r0_l2_m,361,206,390,247,29,41,1,1,1,3,0,2,m,375.5,226.5,1
__re_p1_s1_w1_c4_r0_l2_e,391,206,411,247,20,41,1,1,1,4,0,2,e,401,226.5,1
__re_p1_s1_w1_c5_r0_l2_t,411,206,421,247,10,41,1,1,1,5,0,2,t,416,226.5,1
__re_p1_s1_w1_c6_r0_l2_a,421,206,441,247,20,41,1,1,1,6,0,2,a,431,226.5,1
__re_p1_s1_w1_c7_r0_l2_s,441,206,465,247,24,41,1,1,1,7,0,2,s,453,226.5,1
__re_p1_s1_w1_c1_r0_l2_c,465,206,489,247,24,41,1,1,1,1,0,2,c,477,226.5,1
__re_p1_s1_w1_c2_r0_l2_o,489,206,509,247,20,41,1,1,1,2,0,2,o,499,226.5,1
__re_p1_s1_w1_c3_r0_l2_m,509,206,538,247,29,41,1,1,1,3,0,2,m,523.5,226.5,1
__re_p1_s1_w1_c4_r0_l2_o,539,206,565,247,26,41,1,1,1,4,0,2,o,552,226.5,1
__re_p1_s1_w1_c1_r0_l2_c,565,206,589,247,24,41,1,1,1,1,0,2,c,577,226.5,1
__re_p1_s1_w1_c2_r0_l2_u,589,206,609,247,20,41,1,1,1,2,0,2,u,599,226.5,1
__re_p1_s1_w1_c3_r0_l2_e,609,206,629,247,20,41,1,1,1,3,0,2,e,619,226.5,1
